,id,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,runtime,original_language,year
243,274855,Geostorm,Geostorm,2017-10-12,120000000,221600160,10.0073,6.125,5252,109,en,2017
244,378236,The Emoji Movie,The Emoji Movie,2017-07-23,50000000,216909830,12.0802,5.375,3354,86,en,2017
245,381289,A Dog's Purpose,A Dog's Purpose,2017-01-19,22000000,205000000,5.5763,7.644,3559,100,en,2017
246,137116,Smurfs: The Lost Village,Smurfs: The Lost Village,2017-03-23,60000000,197183546,6.091,6.359,1576,89,en,2017
247,399055,The Shape of Water,The Shape of Water,2017-12-01,19500000,195300000,8.8386,7.2,12951,123,en,2017
248,353616,Pitch Perfect 3,Pitch Perfect 3,2017-12-20,45000000,185400345,4.9873,6.508,3475,93,en,2017
249,419680,Daddy's Home 2,Daddy's Home 2,2017-11-09,69000000,180613180,5.0109,6.306,2760,100,en,2017
250,446354,The Post,The Post,2017-12-22,50000000,179769467,13.1563,7.006,4961,116,en,2017
251,339846,Baywatch,Baywatch,2017-05-25,69000000,177900000,11.0246,6.081,8562,116,en,2017
252,390043,The Hitman's Bodyguard,The Hitman's Bodyguard,2017-08-16,30000000,176586701,7.1327,6.895,6735,118,en,2017
253,324552,John Wick: Chapter 2,John Wick: Chapter 2,2017-02-08,40000000,171539887,13.9951,7.342,14422,122,en,2017
254,315837,Ghost in the Shell,Ghost in the Shell,2017-03-29,110000000,169801921,10.0163,6.109,8643,107,en,2017
255,359940,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017-12-01,15000000,162729321,8.7595,8.053,11032,115,en,2017
256,513335,Italy Italy,ایتالیا ایتالیا,2017-10-04,0,162593526,1.0408,3.5,2,102,fa,2017
257,399404,Darkest Hour,Darkest Hour,2017-11-22,30000000,150847207,8.0243,7.355,5571,125,en,2017
258,274857,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017-05-10,175000000,149175066,13.9801,6.558,6114,126,en,2017
259,379149,The Foreigner,The Foreigner,2017-09-28,35000000,145374099,6.0392,6.979,2971,114,en,2017
260,305470,Power Rangers,Power Rangers,2017-03-23,105000000,142300000,6.6929,6.245,4673,124,en,2017
261,417870,Girls Trip,Girls Trip,2017-07-21,19000000,140376621,3.0429,6.813,1589,122,en,2017
262,441889,Secret Superstar,सीक्रेट सुपरस्टार,2017-10-19,286284,137416709,0.9843,7.26,200,150,hi,2017
263,337170,American Made,American Made,2017-08-18,50000000,133511855,6.9953,6.902,5050,115,en,2017
264,431530,A Bad Moms Christmas,A Bad Moms Christmas,2017-08-04,28000000,130560428,4.3185,6.321,2219,104,en,2017
265,397567,Along with the Gods: The Two Worlds,신과함께-죄와 벌,2017-12-20,18300000,125983972,6.2975,8.0,1207,139,ko,2017
266,440021,Happy Death Day,Happy Death Day,2017-10-12,4800000,125479266,5.3516,6.659,6627,97,en,2017
267,268531,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017-06-01,38000000,125427681,5.7205,6.3,1373,89,en,2017
268,274862,The Lego Ninjago Movie,The Lego Ninjago Movie,2017-09-21,70000000,123081555,9.378,6.492,1188,101,en,2017
269,353491,The Dark Tower,The Dark Tower,2017-08-03,60000000,113231078,8.9941,5.802,5588,95,en,2017
270,298250,Jigsaw,Jigsaw,2017-10-25,10000000,104223315,10.9484,6.214,4007,91,en,2017
271,452910,Immortal Demon Slayer,悟空傳,2017-07-13,0,103818506,3.2783,7.605,220,130,zh,2017
272,395992,Life,Life,2017-03-22,58000000,100541806,8.2235,6.459,8007,104,en,2017
273,341013,Atomic Blonde,Atomic Blonde,2017-07-26,30000000,100014025,7.6185,6.437,6693,115,en,2017
274,345938,The Shack,The Shack,2017-03-02,20000000,96942115,6.9251,7.509,2270,132,en,2017
275,496230,Heartthrob,Heartthrob,2017-10-10,4000000,90000000,1.2007,5.173,78,86,en,2017
276,449927,Chasing the Dragon,追龍,2017-09-28,30000000,87965942,2.9251,6.986,140,128,cn,2017
277,441909,Tiger Zinda Hai,टाइगर ज़िंदा है,2017-12-18,19000000,86610000,1.9761,6.261,180,160,hi,2017
278,353070,Going in Style,Going in Style,2017-04-06,25000000,84618541,4.0402,6.694,3072,96,en,2017
279,14564,Rings,Rings,2017-02-01,25000000,83080890,4.3258,5.0,2636,102,en,2017
280,437068,A Taxi Driver,택시운전사,2017-08-02,12820005,81927980,4.8289,8.0,1192,138,ko,2017
281,479794,City of Rock,缝纫机乐队,2017-09-29,0,80000000,1.1113,6.3,34,117,zh,2017
282,391713,Lady Bird,Lady Bird,2017-09-01,10000000,79000000,10.5564,7.251,9085,94,en,2017
283,462927,Fantastica: A Boonie Bears Adventure,熊出没·奇幻空间,2017-01-28,0,77151096,3.8533,6.3,17,89,zh,2017
284,335777,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017-08-11,40000000,68743485,5.0326,6.156,477,91,en,2017
285,415842,American Assassin,American Assassin,2017-07-14,33000000,67200000,5.7653,6.409,3286,112,en,2017
286,423899,Victoria & Abdul,Victoria & Abdul,2017-09-13,22000000,66558465,2.1594,6.886,1211,112,en,2017
287,437670,Suck Me Shakespeer 3,Fack ju Göhte 3,2017-10-26,0,64236772,1.9738,6.078,500,120,de,2017
288,438058,Case Closed: The Crimson Love Letter,名探偵コナン から紅の恋歌,2017-04-15,0,63147576,3.6381,6.496,123,112,ja,2017
289,290512,The Mountain Between Us,The Mountain Between Us,2017-10-05,35000000,62832209,3.9651,6.648,2560,109,en,2017
290,403119,47 Meters Down,47 Meters Down,2017-05-25,5500000,62198461,4.7359,5.802,2880,89,en,2017
291,417678,"Everything, Everything","Everything, Everything",2017-05-18,10000000,61621140,2.5403,7.2,3759,96,en,2017
292,335360,My Little Pony: The Movie,My Little Pony: The Movie,2017-10-05,6000000,61294644,6.9932,7.281,429,99,en,2017
293,462677,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,映画ドラえもん のび太の南極カチコチ大冒険,2017-03-04,8000000,61153455,3.1602,6.514,110,101,ja,2017
294,373569,Snatched,Snatched,2017-05-03,42000000,60800000,2.9551,5.336,832,90,en,2017
295,396371,Molly's Game,Molly's Game,2017-12-07,30000000,59284015,5.4319,7.155,4059,141,en,2017
297,446791,All the Money in the World,All the Money in the World,2017-12-21,50000000,56996304,3.4791,6.491,2437,132,en,2017
298,416477,The Big Sick,The Big Sick,2017-03-30,5000000,56303596,9.6355,7.324,2663,120,en,2017
299,434119,Confidential Assignment,공조,2017-01-18,8520000,56100000,2.0382,6.8,148,125,ko,2017
300,299536,Avengers: Infinity War,Avengers: Infinity War,2018-04-25,300000000,2052415039,69.7445,8.24,32401,149,en,2018
301,284054,Black Panther,Black Panther,2018-02-13,200000000,1349926083,28.587,7.364,23675,135,en,2018
302,351286,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018-06-06,170000000,1310469037,14.4327,6.531,12877,129,en,2018
303,260513,Incredibles 2,Incredibles 2,2018-06-14,200000000,1243225667,14.3279,7.454,13799,118,en,2018
304,297802,Aquaman,Aquaman,2018-12-07,160000000,1152028393,17.9965,6.866,15043,143,en,2018
305,424694,Bohemian Rhapsody,Bohemian Rhapsody,2018-10-24,52000000,910813521,11.2968,7.955,17888,135,en,2018
306,335983,Venom,Venom,2018-09-28,116000000,856085151,15.8602,6.825,17385,112,en,2018
307,353081,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018-07-25,178000000,824171374,12.6451,7.451,9241,147,en,2018
308,383498,Deadpool 2,Deadpool 2,2018-05-15,110000000,785896632,18.2178,7.491,19411,120,en,2018
309,338952,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,200000000,654900000,11.0479,6.833,11556,134,en,2018
310,363088,Ant-Man and the Wasp,Ant-Man and the Wasp,2018-07-04,140000000,622674139,19.4756,6.902,14307,119,en,2018
311,333339,Ready Player One,Ready Player One,2018-03-28,175000000,607274134,16.8613,7.589,17130,140,en,2018
312,460555,Operation Red Sea,红海行动,2018-02-16,70000000,579330426,5.9615,7.385,439,138,zh,2018
313,360920,The Grinch,The Grinch,2018-11-08,75000000,552976825,16.3869,6.866,4473,85,en,2018
314,505513,Detective Chinatown 2,唐人街探案2,2018-02-16,63000000,544185156,3.182,6.224,152,121,zh,2018
315,345940,The Meg,The Meg,2018-08-09,150000000,530517320,23.0253,6.253,8273,113,en,2018
316,404368,Ralph Breaks the Internet,Ralph Breaks the Internet,2018-11-20,175000000,529323962,11.1313,7.157,8181,112,en,2018
317,400155,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018-06-28,80000000,528600000,11.2329,6.847,4747,97,en,2018
318,424783,Bumblebee,Bumblebee,2018-11-22,135000000,467989645,8.3908,6.72,6705,114,en,2018
319,332562,A Star Is Born,A Star Is Born,2018-10-03,36000000,436388866,6.5233,7.492,12289,136,en,2018
320,427641,Rampage,Rampage,2018-04-11,120000000,428028233,9.6274,6.47,7634,107,en,2018
321,458423,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,2018-07-18,75000000,395607854,6.2937,7.075,3599,114,en,2018
322,324857,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018-12-06,90000000,394884133,54.0914,8.393,17499,117,en,2018
323,348350,Solo: A Star Wars Story,Solo: A Star Wars Story,2018-05-15,250000000,392952373,9.1743,6.557,9366,135,en,2018
324,538331,Hello Mr. Billionaire,西虹市首富,2018-07-27,0,376000000,2.7286,6.942,147,118,zh,2018
325,337167,Fifty Shades Freed,Fifty Shades Freed,2018-01-17,55000000,371985018,21.2433,6.67,8399,105,en,2018
326,439079,The Nun,The Nun,2018-09-05,22000000,366082797,16.4043,5.9,7237,96,en,2018
327,497984,Monster Hunt 2,捉妖记2,2018-02-16,0,361682618,2.5346,6.687,147,110,zh,2018
328,381719,Peter Rabbit,Peter Rabbit,2018-02-07,50000000,351266433,6.406,6.701,1949,93,en,2018
329,400650,Mary Poppins Returns,Mary Poppins Returns,2018-12-13,130000000,348807090,5.1801,6.509,3491,131,en,2018
330,447332,A Quiet Place,A Quiet Place,2018-04-03,17000000,340955294,13.4844,7.395,15509,91,en,2018
331,490132,Green Book,Green Book,2018-11-16,23000000,321752656,20.7576,8.225,13041,130,en,2018
332,447200,Skyscraper,Skyscraper,2018-07-11,125000000,304870828,5.0324,6.31,5395,102,en,2018
333,402900,Ocean's Eight,Ocean's Eight,2018-06-07,70000000,297718711,10.0621,6.953,8881,111,en,2018
334,268896,Pacific Rim: Uprising,Pacific Rim: Uprising,2018-03-21,150000000,290061297,9.7945,6.125,5410,111,en,2018
335,336843,Maze Runner: The Death Cure,Maze Runner: The Death Cure,2018-01-10,62000000,288418190,10.2216,7.1,8491,143,en,2018
336,338970,Tomb Raider,Tomb Raider,2018-03-05,94000000,274650803,8.9044,6.365,8423,118,en,2018
337,424139,Halloween,Halloween,2018-10-18,10000000,259939869,5.9669,6.565,5106,106,en,2018
338,455207,Crazy Rich Asians,Crazy Rich Asians,2018-08-15,30000000,238539198,7.0933,7.049,3994,121,en,2018
339,480530,Creed II,Creed II,2018-11-21,50000000,214200000,9.9183,7.038,5848,130,en,2018
340,446894,Smallfoot,Smallfoot,2018-09-20,80000000,214115531,4.1084,6.816,1644,96,en,2018
341,508747,Us and Them,后来的我们,2018-04-28,0,209221331,2.3408,7.5,170,120,zh,2018
342,420814,Christopher Robin,Christopher Robin,2018-08-01,75000000,197744825,6.327,7.296,2940,104,en,2018
343,345887,The Equalizer 2,The Equalizer 2,2018-07-19,62000000,190400157,9.7786,6.795,6060,121,en,2018
344,519255,Bel Canto,Bel Canto,2018-09-13,0,176746000,1.721,5.5,138,100,en,2018
345,504172,The Mule,The Mule,2018-12-14,50000000,174800000,7.2901,6.87,5411,116,en,2018
346,426543,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018-10-26,120000000,173961069,4.5237,6.082,2257,99,en,2018
347,406563,Insidious: The Last Key,Insidious: The Last Key,2018-01-03,10000000,172811971,7.5649,6.263,3189,103,en,2018
348,346910,The Predator,The Predator,2018-09-05,88000000,160542134,8.8958,5.622,5203,107,en,2018
349,463272,Johnny English Strikes Again,Johnny English Strikes Again,2018-08-30,25000000,158972570,6.9007,6.283,2802,88,en,2018
350,401981,Red Sparrow,Red Sparrow,2018-02-28,69000000,151572634,7.3417,6.534,6403,140,en,2018
351,442249,The First Purge,The First Purge,2018-07-04,13000000,137056262,4.7162,6.0,4261,97,en,2018
352,407451,A Wrinkle in Time,A Wrinkle in Time,2018-03-08,103000000,132675864,4.1763,5.053,1871,109,en,2018
353,463821,The House with a Clock in Its Walls,The House with a Clock in Its Walls,2018-09-15,42000000,131523093,4.1561,6.253,2327,105,en,2018
354,503314,Dragon Ball Super: Broly,ドラゴンボール超 ブロリー,2018-12-14,1000000,125002821,1.8748,7.948,3215,101,ja,2018
355,491418,Instant Family,Instant Family,2018-11-13,48000000,121000000,6.9161,7.493,3269,118,en,2018
356,399035,The Commuter,The Commuter,2018-01-11,30000000,119942387,4.687,6.367,4697,104,en,2018
357,445571,Game Night,Game Night,2018-02-15,37000000,117501013,7.8987,6.845,6370,100,en,2018
358,437543,The Monkey King 3,西游记·女儿国,2018-02-16,87000000,115089944,3.2174,5.815,62,114,zh,2018
359,373449,2.0,2.0,2018-11-29,77000000,114629169,1.9524,5.85,180,149,ta,2018
360,518068,Along with the Gods: The Last 49 Days,신과함께-인과 연,2018-08-01,18300000,112790210,5.175,8.1,762,141,ko,2018
361,369972,First Man,First Man,2018-10-10,70000000,105713218,6.877,7.041,5722,141,en,2018
362,493006,Case Closed: Zero the Enforcer,名探偵コナン ゼロの執行人,2018-04-13,0,101860359,2.1203,6.215,179,110,ja,2018
363,399360,Alpha,Alpha,2018-08-17,51000000,99630675,4.3721,6.566,2791,97,en,2018
364,484247,A Simple Favor,A Simple Favor,2018-09-13,20000000,97644617,4.4128,6.641,4639,117,en,2018
365,529426,Boonie Bears: The Big Shrink,熊出没·变形记,2018-02-16,0,96788929,2.2296,6.8,15,89,zh,2018
366,375262,The Favourite,The Favourite,2018-11-23,15000000,95918706,5.3819,7.485,5970,120,en,2018
367,460019,Truth or Dare,Truth or Dare,2018-04-12,3500000,95330493,4.4421,5.937,4241,101,en,2018
368,460668,I Feel Pretty,I Feel Pretty,2018-04-19,32000000,94539426,3.9526,6.381,2136,110,en,2018
369,437557,Blockers,Blockers,2018-03-14,21000000,94019120,4.2,6.307,2155,102,en,2018
370,487558,BlacKkKlansman,BlacKkKlansman,2018-08-09,15000000,93411426,5.1888,7.487,8163,136,en,2018
371,442062,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018-10-11,35000000,93320380,6.2637,6.1,1643,90,en,2018
372,543094,Kamen Rider Build: Be The One,劇場版 仮面ライダービルド Be The One,2018-08-04,0,92108679,2.0137,7.0,10,65,ja,2018
373,463319,Shadow,影,2018-09-30,44005000,91708374,2.5873,6.676,460,116,zh,2018
374,454619,Overboard,Overboard,2018-04-13,12000000,91244913,4.3767,6.667,1511,112,en,2018
375,370567,Sherlock Gnomes,Sherlock Gnomes,2018-03-15,59000000,90497778,2.7956,5.742,781,86,en,2018
376,493922,Hereditary,Hereditary,2018-06-07,10000000,87796204,16.6326,7.293,8744,128,en,2018
377,375588,Robin Hood,Robin Hood,2018-11-03,100000000,86493046,7.9895,5.91,3182,116,en,2018
378,470878,I Can Only Imagine,I Can Only Imagine,2018-02-14,7000000,86086881,3.1816,7.518,507,110,en,2018
379,506763,Detective Dee: The Four Heavenly Kings,狄仁杰之四大天王,2018-07-27,0,84168923,2.8285,6.275,216,132,zh,2018
380,428078,Mortal Engines,Mortal Engines,2018-11-27,100000000,83869818,9.3002,6.248,5248,128,en,2018
381,432527,Padmaavat,पद्मावत,2018-01-25,31000000,81673897,1.7215,6.913,315,163,hi,2018
382,495925,Doraemon: Nobita's Treasure Island,映画ドラえもん のび太の宝島,2018-03-03,0,80900000,3.6859,7.0,106,108,ja,2018
383,449443,Den of Thieves,Den of Thieves,2018-01-18,30000000,80509622,9.3741,6.871,3453,140,en,2018
384,497333,Code Blue: The Movie,コード・ブルー –ドクターヘリ緊急救命–,2018-07-27,1250000,78778562,1.0335,6.7,10,127,ja,2018
385,502682,Book Club,Book Club,2018-05-18,10000000,78720293,3.403,6.23,837,104,en,2018
386,429197,Vice,Vice,2018-12-25,60000000,76100000,5.0689,7.012,3639,132,en,2018
387,541781,iPartment,爱情公寓,2018-08-10,0,76012245,0.7879,4.476,21,117,zh,2018
388,401469,Widows,Widows,2018-11-06,42000000,75984700,4.6036,6.478,2504,129,en,2018
389,400535,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018-06-27,35000000,75836683,10.0311,6.947,4110,122,en,2018
390,489999,Searching,Searching,2018-08-24,880000,75636047,6.6833,7.571,4289,102,en,2018
391,455980,Tag,Tag,2018-05-30,28000000,75100000,5.7473,6.711,3480,101,en,2018
392,527729,Asterix: The Secret of the Magic Potion,Astérix : Le Secret de la potion magique,2018-05-12,36000000,74488686,3.3961,6.8,1334,85,fr,2018
393,399174,Isle of Dogs,Isle of Dogs,2018-03-23,35000000,72991435,6.9906,7.845,5478,101,en,2018
394,503616,Second Act,Second Act,2018-11-22,16000000,72282227,2.7891,6.321,1258,103,en,2018
395,518764,Animal World,动物世界,2018-06-29,125000,69885700,2.0049,6.973,262,125,zh,2018
396,429351,12 Strong,12 Strong,2018-01-18,35000000,67450815,5.8405,6.369,3225,130,en,2018
397,496328,Sanju,संजू,2018-06-29,21918618,67414985,1.7322,7.223,220,161,hi,2018
398,449176,"Love, Simon","Love, Simon",2018-02-16,17000000,66316289,7.11,7.968,6293,110,en,2018
399,347375,Mile 22,Mile 22,2018-08-16,35000000,66308758,4.9494,6.267,2477,94,en,2018
400,299534,Avengers: Endgame,Avengers: Endgame,2019-04-24,356000000,2799439100,38.5539,8.238,28148,181,en,2019
401,420818,The Lion King,The Lion King,2019-07-12,260000000,1662020819,15.6841,7.095,10818,118,en,2019
402,330457,Frozen II,Frozen II,2019-11-20,150000000,1453683476,23.4068,7.229,10364,103,en,2019
403,429617,Spider-Man: Far From Home,Spider-Man: Far From Home,2019-06-28,160000000,1132723226,69.4622,7.395,17198,129,en,2019
404,299537,Captain Marvel,Captain Marvel,2019-03-06,152000000,1131416446,21.7416,6.778,16907,124,en,2019
405,475557,Joker,Joker,2019-10-01,55000000,1078958629,27.5551,8.1,27980,122,en,2019
406,181812,Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,2019-12-18,489900000,1074144248,19.4306,6.261,10964,142,en,2019
407,301528,Toy Story 4,Toy Story 4,2019-06-19,175000000,1073841394,27.3608,7.464,10792,100,en,2019
408,420817,Aladdin,Aladdin,2019-05-22,183000000,1054304000,11.5216,7.081,10707,127,en,2019
409,512200,Jumanji: The Next Level,Jumanji: The Next Level,2019-12-04,125000000,801693929,18.6318,6.872,9465,123,en,2019
410,384018,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019-07-31,200000000,760098996,12.6843,6.826,7842,137,en,2019
411,615453,Ne Zha,哪吒之魔童降世,2019-07-26,22000000,742718496,9.7624,7.907,907,110,zh,2019
412,166428,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,2019-01-03,129000000,539987993,13.6335,7.755,7199,104,en,2019
413,420809,Maleficent: Mistress of Evil,Maleficent: Mistress of Evil,2019-10-16,185000000,491730089,11.7139,7.296,6548,119,en,2019
414,474350,It Chapter Two,It Chapter Two,2019-09-04,79000000,473123154,12.0262,6.836,9728,169,en,2019
415,612845,"My People, My Country",我和我的祖国,2019-09-30,0,450064993,1.7154,6.58,81,154,zh,2019
416,447404,Pokémon Detective Pikachu,Pokémon Detective Pikachu,2019-05-03,150000000,450063166,9.4554,6.903,7417,105,en,2019
417,530915,1917,1917,2019-12-25,100000000,446064352,12.8982,7.985,13701,119,en,2019
418,412117,The Secret Life of Pets 2,The Secret Life of Pets 2,2019-05-24,80000000,429434163,11.4542,6.954,3371,86,en,2019
419,399579,Alita: Battle Angel,Alita: Battle Angel,2019-01-31,170000000,405000000,14.195,7.268,10199,122,en,2019
420,466272,Once Upon a Time... in Hollywood,Once Upon a Time... in Hollywood,2019-07-24,95000000,393869691,23.2381,7.421,15029,162,en,2019
421,373571,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019-05-29,170000000,387300138,13.7288,6.69,6796,132,en,2019
422,287947,Shazam!,Shazam!,2019-03-29,80000000,367799011,10.5997,6.974,10311,132,en,2019
423,329996,Dumbo,Dumbo,2019-03-27,170000000,353284621,5.2984,6.586,4551,112,en,2019
424,331482,Little Women,Little Women,2019-12-25,40000000,332103783,17.0069,7.844,6912,135,en,2019
425,458156,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019-05-15,55000000,328349908,13.3215,7.44,11893,131,en,2019
426,546554,Knives Out,Knives Out,2019-11-27,40000000,312897920,17.6715,7.841,14226,131,en,2019
427,290859,Terminator: Dark Fate,Terminator: Dark Fate,2019-10-23,185000000,261119292,8.916,6.421,5755,128,en,2019
428,496243,Parasite,기생충,2019-05-30,11363000,257591776,39.8954,8.489,20969,133,ko,2019
429,458723,Us,Us,2019-03-14,20000000,256071218,8.7894,6.9,8174,116,en,2019
430,575219,Pegasus,飞驰人生,2019-02-05,40000000,255863112,3.075,6.659,123,98,zh,2019
431,479455,Men in Black: International,Men in Black: International,2019-06-12,110000000,253890701,7.6708,5.893,5423,115,en,2019
432,320288,Dark Phoenix,Dark Phoenix,2019-06-05,200000000,252442974,16.4881,5.968,7163,114,en,2019
433,450465,Glass,Glass,2019-01-16,20000000,246999039,7.6867,6.664,9163,129,en,2019
434,605375,The Bravest,烈火英雄,2019-08-29,0,245179562,2.1985,7.1,88,118,zh,2019
435,449924,Ip Man 4: The Finale,葉問4,2019-12-19,52000000,239000000,2.4099,7.268,2155,105,cn,2019
436,521029,Annabelle Comes Home,Annabelle Comes Home,2019-06-26,27000000,231252591,6.1147,6.4,3883,106,en,2019
437,575813,Better Days,少年的你,2019-10-25,0,225879065,5.2998,8.1,564,135,zh,2019
438,359724,Ford v Ferrari,Ford v Ferrari,2019-11-13,97600000,225508210,14.5486,8.007,9127,153,en,2019
439,481084,The Addams Family,The Addams Family,2019-10-10,40000000,204394183,7.6096,6.6,2513,87,en,2019
440,280217,The Lego Movie 2: The Second Part,The Lego Movie 2: The Second Part,2019-02-06,99000000,199603202,8.8201,6.656,2460,107,en,2019
441,535544,Downton Abbey,Downton Abbey,2019-09-12,20000000,194694725,4.1281,7.143,1274,122,en,2019
442,568160,Weathering with You,天気の子,2019-07-19,11100000,192729404,8.8194,7.976,2662,112,ja,2019
443,431580,Abominable,Abominable,2019-09-19,75000000,190304772,4.6241,7.451,2201,97,en,2019
444,453405,Gemini Man,Gemini Man,2019-10-02,140000000,173469516,6.8113,6.262,5508,117,en,2019
445,431693,Spies in Disguise,Spies in Disguise,2019-12-04,100000000,171616764,8.2625,7.544,3015,102,en,2019
446,504608,Rocketman,Rocketman,2019-05-17,40000000,167300000,4.9971,7.312,5034,121,en,2019
447,540901,Hustlers,Hustlers,2019-09-12,20000000,157563598,5.241,6.464,3115,110,en,2019
448,522681,Escape Room,Escape Room,2019-01-03,9000000,155712077,6.9018,6.543,5107,99,en,2019
449,515195,Yesterday,Yesterday,2019-06-26,26000000,154608856,4.3934,6.686,4303,116,en,2019
450,423204,Angel Has Fallen,Angel Has Fallen,2019-08-21,40000000,146661977,6.539,6.605,3926,122,en,2019
451,454640,The Angry Birds Movie 2,The Angry Birds Movie 2,2019-08-02,65000000,137792047,11.202,7.048,1924,97,en,2019
452,419704,Ad Astra,Ad Astra,2019-09-17,87500000,127461872,5.5784,6.133,7306,123,en,2019
453,522162,Midway,Midway,2019-11-06,100000000,127400000,6.4638,7.101,2754,138,en,2019
454,440472,The Upside,The Upside,2019-01-10,37500000,125856180,6.4474,7.129,1415,126,en,2019
455,567646,Extreme Job,극한직업,2019-01-23,8120000,124652206,3.946,7.2,357,111,ko,2019
456,480414,The Curse of La Llorona,The Curse of La Llorona,2019-04-17,9000000,123233739,7.3006,5.7,2699,93,en,2019
457,338967,Zombieland: Double Tap,Zombieland: Double Tap,2019-10-09,42000000,122810399,7.5693,6.894,6346,99,en,2019
458,549053,Last Christmas,Last Christmas,2019-11-07,30000000,121600000,3.4898,7.196,2656,103,en,2019
459,499701,Dora and the Lost City of Gold,Dora and the Lost City of Gold,2019-08-08,49000000,120600000,5.2232,6.616,1839,102,en,2019
460,400157,Wonder Park,Wonder Park,2019-03-13,100000000,119559110,4.5531,6.566,768,86,en,2019
461,566555,Case Closed: The Fist of Blue Sapphire,名探偵コナン 紺青の拳（フィスト）,2019-04-12,0,115448200,1.648,6.203,185,109,ja,2019
462,157433,Pet Sematary,Pet Sematary,2019-04-04,21000000,113118226,5.0092,5.744,3460,101,en,2019
463,581218,Boonie Bears: Blast into the Past,熊出没·原始时代,2019-02-05,0,112369259,3.2693,7.033,30,90,zh,2019
464,521777,Good Boys,Good Boys,2019-08-14,20000000,111037232,5.0788,6.8,2039,90,en,2019
465,575138,The New King of Comedy,新喜劇之王,2019-02-05,8000000,106618508,1.4142,5.6,46,90,zh,2019
466,417384,Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark,2019-08-08,25000000,104545505,5.5402,6.491,2896,108,en,2019
467,449562,The Hustle,The Hustle,2019-05-09,21000000,97400000,5.8577,6.19,2720,94,en,2019
468,449985,Triple Threat,Triple Threat,2019-03-19,10000000,94160344,3.8562,6.406,654,96,en,2019
469,527641,Five Feet Apart,Five Feet Apart,2019-03-14,7000000,92600000,7.361,8.216,5961,116,en,2019
470,511987,Crawl,Crawl,2019-07-10,13500000,91542097,6.7584,6.328,3422,87,en,2019
471,522938,Rambo: Last Blood,Rambo: Last Blood,2019-09-18,50000000,91500000,7.7043,6.536,4272,89,en,2019
472,534490,Avengement,Avengement,2019-05-24,2400000,89900000,4.8845,6.797,615,88,en,2019
473,505436,Serial (Bad) Weddings 2,Qu'est-ce qu'on a encore fait au Bon Dieu ?,2019-01-30,18500000,87761988,2.7093,5.894,1326,99,fr,2019
474,515001,Jojo Rabbit,Jojo Rabbit,2019-10-18,14000000,82468705,8.5427,7.98,10532,108,en,2019
475,568012,One Piece: Stampede,ONE PIECE STAMPEDE,2019-01-03,0,81562741,2.346,7.8,655,101,ja,2019
476,522518,A Dog's Journey,A Dog's Journey,2019-05-03,16000000,78871079,5.4118,8.052,1636,109,en,2019
477,536869,Cats,Cats,2019-12-19,95000000,77276321,4.221,4.089,1051,110,en,2019
478,438650,Cold Pursuit,Cold Pursuit,2019-02-07,60000000,76419755,5.5032,5.876,2824,119,en,2019
479,464504,A Madea Family Funeral,A Madea Family Funeral,2019-03-01,20000000,74747725,2.3552,6.0,493,109,en,2019
480,458897,Charlie's Angels,Charlie's Angels,2019-11-14,48000000,73279888,7.2739,6.373,3180,118,en,2019
481,501170,Doctor Sleep,Doctor Sleep,2019-10-30,45000000,72385286,7.357,7.145,4961,152,en,2019
482,487297,What Men Want,What Men Want,2019-02-08,20000000,69766483,4.605,6.205,1599,117,en,2019
483,572164,EXIT,엑시트,2019-07-31,10892000,69501772,3.1782,7.616,307,103,ko,2019
484,537915,After,After,2019-04-11,14000000,69497587,14.9572,7.104,8545,106,en,2019
485,554241,Playing with Fire,Playing with Fire,2019-11-08,29900000,69412425,3.5301,6.583,764,96,en,2019
486,501907,A Beautiful Day in the Neighborhood,A Beautiful Day in the Neighborhood,2019-09-07,25000000,67900000,3.2219,6.962,1774,109,en,2019
